8477952,19,164,32,41,73
8479371,18,164,9,34,43
8476889,25,473,71,87,158
8480797,4,160,44,48,92
8480063,18,2,0,0,0
8477392,53,16,0,0,0
8477392,7,22,1,2,3
8475855,12,119,18,30,48
8475855,3,422,55,92,147
8475753,19,191,25,56,81
8475753,12,493,77,159,236
8479983,28,169,5,36,41
8477942,30,204,70,94,164
8477942,18,204,45,52,97
8470047,17,149,21,32,53
8470047,2,72,17,14,31
8470047,4,101,16,25,41
8470047,14,292,52,119,171
8478432,53,318,43,41,84
8477938,12,167,5,19,24
8477938,24,12,2,1,3
8477938,55,34,2,2,4
8477998,12,200,35,33,68
8477998,22,73,11,14,25
8476396,7,9,1,2,3
8476396,6,2,0,0,0
8476396,3,18,0,0,0
8475220,30,324,58,72,130
8475220,7,333,43,60,103
8473422,29,599,142,192,334
8473422,10,7,0,4,4
8473422,6,54,2,10,12
8479984,14,83,2,9,11
8481518,1,8,1,1,2
8475762,52,56,2,10,12
8475762,6,66,4,8,12
8475762,26,268,6,47,53
8475762,20,7,0,0,0
8480029,9,99,20,15,35
8476887,18,556,216,240,456
8478055,13,106,11,38,49
8478055,16,122,8,19,27
8480853,29,27,0,5,5
8475764,24,647,65,228,293
8479323,3,195,23,133,156
8479365,6,110,9,11,20
8478017,5,29,3,5,8
8478017,4,11,0,1,1
8476924,26,24,8,2,10
8476924,17,98,12,19,31
8476924,12,2,0,0,0
8475278,20,6,1,0,1
8475278,8,48,3,8,11
8475278,14,4,0,0,0
8475278,10,58,2,3,5
8473564,8,8,0,0,0
8473564,20,319,63,82,145
8473564,7,19,1,3,4
8473564,52,163,34,50,84
8473564,16,45,3,7,10
8480028,4,67,5,14,19
8476545,28,11,0,0,0
8476545,16,2,0,0,0
8476545,1,22,2,2,4
8476545,30,16,0,1,1
8479981,23,1,0,0,0
8479981,28,41,1,2,3
8474040,17,119,20,24,44
8474040,22,176,34,63,97
8474040,23,81,11,23,34
8474040,29,81,18,32,50
8474040,4,53,8,8,16
8474040,53,81,15,26,41
8476851,10,26,4,8,12
8476851,9,8,1,0,1
8476851,53,124,24,33,57
8476851,5,45,5,12,17
8476851,30,14,3,4,7
8476851,8,418,108,147,255
8475848,8,629,193,183,376
8479580,28,110,10,13,23
8479580,9,53,2,3,5
8474581,12,94,4,28,32
8474581,10,476,38,177,215
8479587,25,40,1,1,2
8478856,53,164,47,49,96
8478856,23,68,15,25,40
8478874,23,153,21,31,52
8478874,16,15,2,4,6
8478874,9,40,4,8,12
8477919,5,19,2,8,10
8477919,30,65,10,22,32
8477919,18,84,3,5,8
8476346,20,592,204,389,593
8477512,53,2,0,0,0
8477512,1,8,0,0,0
8477512,10,168,13,18,31
8479328,3,89,5,12,17
8479328,12,5,0,1,1
8478882,29,195,12,49,61
8478446,20,9,0,1,1
8479987,12,38,6,7,13
8479987,55,65,6,15,21
8471804,29,41,5,8,13
8471804,12,206,29,37,66
8471804,7,42,5,5,10
8479364,3,16,0,1,1
8470612,24,639,145,396,541
8478502,21,3,0,0,0
8478502,16,22,1,2,3
8470966,20,611,106,268,374
8470966,55,55,6,17,23
8470966,10,10,1,4,5
8479398,21,325,21,119,140
8479398,18,5,1,2,3
8473512,4,715,213,444,657
8473512,13,10,2,9,11
8479996,54,66,9,13,22
8479996,18,4,0,0,0
8476822,17,554,57,69,126
8476822,25,72,8,6,14
8471274,53,362,28,124,152
8471274,30,63,2,27,29
8471274,25,291,18,124,142
8476624,14,63,6,16,22
8476624,3,70,13,13,26
8476624,28,268,26,45,71
8476906,4,381,60,159,219
8476906,53,72,11,32,43
8476826,14,310,80,107,187
8476826,55,64,17,24,41
8475798,18,200,40,75,115
8475798,30,461,93,224,317
8474683,24,258,47,45,92
8474683,4,7,1,4,5
8474683,5,25,2,3,5
8474683,7,40,0,3,3
8474683,18,6,0,1,1
8474683,20,15,0,1,1
8474683,9,25,0,2,2
8476344,23,22,5,1,6
8476344,15,5,0,0,0
8476344,30,57,7,2,9
8477435,21,149,14,32,46
8477435,1,67,6,22,28
8472382,2,123,3,14,17
8472382,1,576,33,112,145
8478413,30,268,34,74,108
8478421,1,8,1,0,1
8478421,21,37,1,5,6
8479393,28,110,12,16,28
8476888,29,32,4,8,12
8476888,21,149,16,34,50
8476888,7,68,6,8,14
8476428,18,166,25,32,57
8476428,21,10,1,3,4
8476428,13,27,4,2,6
8480913,53,9,0,4,4
8480913,21,1,0,0,0
8479336,26,125,20,15,35
8476891,6,299,19,77,96
8475462,13,123,5,21,26
8475462,15,63,2,13,15
8475462,4,290,17,56,73
8475462,14,126,7,25,32
8475790,9,36,1,2,3
8475790,18,9,0,1,1
8475790,20,70,6,11,17
8475790,24,44,4,5,9
8475790,5,26,0,2,2
8475790,23,139,5,14,19
8475790,13,237,9,26,35
8477404,5,367,154,174,328
8474125,19,325,15,37,52
8474125,10,117,4,28,32
8478495,25,205,44,49,93
8477038,1,86,15,34,49
8477038,13,11,2,3,5
8481019,52,28,1,0,1
8476979,4,24,1,9,10
8476979,8,5,0,2,2
8476979,16,268,30,103,133
8476979,20,7,0,3,3
8481813,22,92,7,6,13
8479542,16,108,30,31,61
8479542,14,12,3,0,3
8474176,15,187,20,46,66
8474176,26,22,1,4,5
8474176,5,195,27,56,83
8474176,24,43,4,8,12
8474176,3,202,44,48,92
8477462,4,236,13,34,47
8477462,7,48,1,7,8
8477462,13,9,0,1,1
8479980,54,142,10,32,42
8479333,3,93,3,8,11
8475825,24,47,1,1,2
8475825,12,15,2,1,3
8475825,25,70,3,6,9
8474230,9,4,0,0,0
8474230,3,31,1,0,1
8474230,13,99,4,8,12
8474230,28,97,4,12,16
8475791,7,37,2,17,19
8475791,6,88,24,44,68
8475791,53,35,10,17,27
8475791,1,211,76,132,208
8475791,22,255,83,150,233
8476462,12,184,42,79,121
8476462,1,52,9,19,28
8476462,20,245,42,95,137
8476462,6,178,22,61,83
8474612,23,62,6,11,17
8474612,9,9,0,0,0
8474612,20,193,11,31,42
8474612,2,309,19,77,96
8482248,28,8,1,0,1
8478396,20,268,21,88,109
8478396,12,239,18,65,83
8477810,25,97,1,14,15
8477810,53,5,0,0,0
8477810,8,17,0,6,6
8482635,16,29,1,4,5
8478424,52,124,10,9,19
8477433,18,53,0,8,8
8477433,9,103,1,6,7
8476449,29,185,7,30,37
8476449,10,15,0,1,1
8476449,5,10,0,0,0
8477451,30,191,43,53,96
8477451,18,85,13,13,26
8477451,4,19,2,4,6
8477451,16,141,27,30,57
8477903,15,188,26,30,56
8477903,20,175,16,24,40
8475287,18,51,9,12,21
8475287,6,69,14,23,37
8475287,12,41,12,10,22
8475287,13,7,0,2,2
8475287,54,91,31,31,62
8475287,30,266,42,47,89
8477963,23,30,2,3,5
8477963,13,57,8,7,15
8477963,9,11,2,5,7
8477401,53,29,2,3,5
8477401,7,52,2,2,4
8477401,1,43,3,1,4
8477401,16,113,8,14,22
8475763,4,162,43,55,98
8475763,3,361,87,129,216
8475763,52,20,5,8,13
8480849,53,84,11,14,25
8475167,14,674,121,396,517
8478046,24,52,10,8,18
8478046,5,68,14,14,28
8478046,6,220,34,69,103
8481572,52,25,1,9,10
8480036,25,265,32,96,128
8471794,17,496,80,88,168
8471794,21,59,7,6,13
8474641,24,305,91,86,177
8474641,1,380,106,100,206
8480037,13,13,1,1,2
8476881,28,574,179,203,382
8474066,2,456,22,95,117
8478146,16,73,4,6,10
8478146,23,57,7,8,15
8476994,16,123,17,34,51
8476994,13,9,0,0,0
8476994,7,54,11,12,23
8476994,53,140,21,40,61
8478449,25,229,74,85,159
8481433,17,54,4,16,20
8480002,1,293,77,123,200
8471769,53,198,2,27,29
8471769,16,363,16,81,97
8474884,19,52,17,19,36
8474884,8,58,11,16,27
8474884,13,151,65,64,129
8474884,9,341,107,123,230
8481535,23,116,23,22,45
8474207,54,139,9,22,31
8474207,9,66,4,12,16
8474207,3,135,14,32,46
8474207,6,18,1,4,5
8474207,21,214,21,40,61
8474207,29,2,0,0,0
8475718,10,197,8,52,60
8471887,13,100,25,32,57
8471887,5,407,132,132,264
8471887,18,100,26,41,67
8477500,23,570,169,195,364
8479353,3,178,16,33,49
8479353,54,47,9,11,20
8479425,17,235,21,95,116
8476456,13,663,195,407,602
8478888,6,2,0,0,0
8481559,1,166,44,64,108
8480800,23,196,16,134,150
8476779,30,100,12,13,25
8476779,23,41,3,10,13
8476779,54,58,5,20,25
8476779,19,9,1,4,5
8476779,18,3,0,1,1
8476779,22,21,1,2,3
8478211,53,26,3,5,8
8478211,3,67,5,11,16
8478211,13,63,3,12,15
8477018,24,34,1,4,5
8477018,10,4,0,0,0
8477018,54,49,3,8,11
8477018,26,65,4,12,16
8477018,23,276,11,59,70
8475786,10,345,86,99,185
8475786,22,67,24,24,48
8480113,26,354,69,96,165
8475625,7,24,0,2,2
8475625,15,15,0,2,2
8475625,18,195,6,25,31
8475625,24,9,0,1,1
8475625,6,2,0,0,0
8475625,28,153,16,34,50
8476873,5,45,4,7,11
8476873,7,19,2,3,5
8476873,20,208,36,28,64
8477406,16,41,10,9,19
8477406,54,73,10,16,26
8477406,25,297,46,63,109
8475714,18,508,94,117,211
8475714,55,49,12,14,26
8475714,20,7,0,2,2
8478868,28,7,0,1,1
8478868,1,11,0,0,0
8478868,9,76,1,12,13
8479661,18,86,29,19,48
8480890,53,12,4,0,4
8476432,29,589,144,140,284
8475324,15,207,7,39,46
8475324,17,190,6,37,43
8475793,18,468,94,233,327
8475793,29,242,70,102,172
8475149,30,36,6,8,14
8475149,55,51,6,17,23
8475149,15,360,76,142,218
8475149,7,60,9,21,30
8475149,1,77,17,24,41
8475149,6,10,1,2,3
8473446,21,553,60,139,199
8471677,3,13,1,0,1
8471677,21,68,1,7,8
8471677,5,149,4,20,24
8471677,29,424,32,108,140
8477366,30,17,1,0,1
8477366,16,15,0,1,1
8481147,16,32,1,5,6
8474870,14,589,161,200,361
8474870,16,18,1,2,3
8477341,1,115,17,27,44
8477341,10,125,30,37,67
8477527,2,110,8,13,21
8480035,7,167,10,28,38
8480035,16,38,0,12,12
8478452,22,93,5,14,19
8478452,16,46,4,9,13
8479368,24,137,17,11,28
8477495,29,381,50,173,223
8477495,16,68,5,42,47
8477495,18,199,15,48,63
8481708,3,21,0,6,6
8478472,14,221,37,33,70
8478472,9,10,4,7,11
8480058,5,20,1,4,5
8478057,19,37,3,3,6
8474600,18,698,131,386,517
8479370,21,321,45,58,103
8479370,30,13,1,3,4
8479355,23,23,2,1,3
8479355,13,10,0,0,0
8479355,17,5,0,0,0
8476430,54,8,0,1,1
8476430,22,12,0,2,2
8476430,16,42,7,4,11
8476430,17,159,15,24,39
8478454,13,4,0,0,0
8478454,23,8,0,2,2
8478454,8,44,2,6,8
8475172,21,172,56,95,151
8475172,10,510,153,185,338
8480946,22,48,9,6,15
8480946,5,50,10,17,27
8480946,7,6,2,2,4
8480946,16,82,13,24,37
8481554,3,152,24,30,54
8481560,26,73,14,10,24
8480293,16,26,4,5,9
8480144,16,235,17,41,58
8480144,10,72,9,14,23
8474000,6,65,5,8,13
8474000,3,32,1,2,3
8474000,13,73,2,6,8
8475169,28,212,87,79,166
8475169,22,34,16,13,29
8475169,7,196,68,50,118
8475169,52,148,46,50,96
8474141,16,698,300,501,801
8477953,5,112,22,38,60
8477953,10,202,41,49,90
8478864,30,125,69,71,140
8474578,28,209,27,114,141
8474578,9,411,89,280,369
8476448,54,341,106,140,246
8476448,29,165,16,31,47
8476448,24,18,2,1,3
8478436,4,7,1,0,1
8478131,6,9,0,1,1
8478131,10,50,14,13,27
8478131,24,198,43,53,96
8475178,22,403,54,78,132
8475178,23,154,31,25,56
8480822,21,20,2,1,3
8480466,12,2,0,0,0
8481442,13,2,0,0,0
8470281,16,632,49,294,343
8470281,22,55,1,18,19
8479343,53,360,96,160,256
8481516,28,38,4,5,9
8480448,9,32,6,3,9
8477960,26,383,87,93,180
8477021,10,193,29,70,99
8477021,21,157,34,51,85
8478528,25,62,3,10,13
8478528,16,72,8,14,22
8473548,53,198,41,84,125
8473548,5,328,110,193,303
8473548,10,212,82,111,193
8476915,22,258,24,39,63
8476915,16,27,3,0,3
8482641,13,15,1,1,2
8473986,14,713,167,228,395
8481641,25,88,8,10,18
8475906,25,543,71,299,370
8481812,28,59,2,8,10
8476886,22,37,1,4,5
8476886,16,64,2,13,15
8476886,14,85,5,9,14
8469459,29,7,1,1,2
8469459,30,540,97,251,348
8478434,54,116,9,25,34
