8456155,Kevin,Eastman,G,1960,9,28,
8456161,Jim,Edmonds,G,1965,7,8,
8456174,Douglas,Ellis,G,1960,9,21,
8456191,Chad,Erickson,G,1970,8,21,R
8456195,Lars,Eriksson,G,1961,4,16,
8456207,Mark,Evans,G,1962,3,17,
8456209,Sean,Evoy,G,1966,2,11,L
8456219,James,Falle,G,1964,8,26,L
8456220,Todd,Fanning,G,1968,2,12,L
8456232,Mark,Felicio,G,1968,12,1,
8456237,Jeff,Ferguson,G,1969,7,23,
8456246,Jeffrey,Fife,G,1969,9,17,
8456255,Kirk,Firlotte,G,1961,6,11,
8456256,Peter,Fish,G,1966,1,3,L
8456259,Art,Fitzgerald,G,1964,9,20,
8456264,Wade,Flaherty,G,1968,1,11,R
8456271,Timothy,Flanigan,G,1964,9,18,
8456277,John,Fletcher,G,1967,10,14,R
8456293,Robert,Fournier,G,1969,4,8,L
8456297,Thomas,Frame,G,1957,9,19,
8456298,Michael,Francis,G,1969,11,19,L
8456301,Mark,Frank,G,1962,3,6,
8456302,John,Franzosa,G,1963,3,3,
8456315,Peter,Fry,G,1967,4,1,L
8456317,Stuart,Frye,G,1962,10,25,
8456319,Frank,Furlan,G,1968,3,8,
8456328,Georges,Gagnon,G,1959,5,24,
8456334,Sandy,Galuppo,G,1969,10,4,R
8456342,Kenneth,Garrett,G,1942,1,19,
8456344,Daniel,Gatenby,G,1967,2,8,
8456370,Bruce,Gillies,G,1961,12,14,
8456373,Mike,Gilmore,G,1968,3,11,L
8456377,Neal,Girard,G,1960,4,3,
8456383,Jason,Glickman,G,1969,3,25,L
8456400,Hans,Goran Elo,G,1966,6,27,L
8456411,David,Goverde,G,1970,4,9,R
8456412,Mark,Gowans,G,1967,3,26,L
8456418,Rex,Grant,G,1965,9,30,L
